"name","spectrum_id","feature_idx","precursor_mz","precursor_rt","n_peaks","ID","feature_name","feature_mz","feature_rt","in_top_500","rank","label","full_label","display_label","cluster","size"
"892","feat_393_spec_8",393,187.0421,0.819,13,1570,NA,187.0421,0.819,FALSE,NA,"F393_S8","Feature 393
187.04 m/z @ 0.82 min",NA,80,3.98039215686275
"893","feat_395_spec_1",395,188.03541,5.739,13,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S1","Kynurenic acid
188.04 m/z @ 5.74 min",NA,81,3.98039215686275
"894","feat_395_spec_2",395,188.03541,5.739,12,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S2","Kynurenic acid
188.04 m/z @ 5.74 min",NA,82,3.88235294117647
"895","feat_395_spec_3",395,188.03541,5.739,18,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S3","Kynurenic acid
188.04 m/z @ 5.74 min",NA,83,4.47058823529412
"896","feat_395_spec_4",395,188.03541,5.739,11,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S4","Kynurenic acid
188.04 m/z @ 5.74 min",NA,84,3.7843137254902
"897","feat_395_spec_5",395,188.03541,5.739,14,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S5","Kynurenic acid
188.04 m/z @ 5.74 min",NA,85,4.07843137254902
"898","feat_395_spec_6",395,188.03541,5.739,12,299,"Kynurenic acid",188.03541,5.739,FALSE,NA,"F395_S6","Kynurenic acid
188.04 m/z @ 5.74 min",NA,86,3.88235294117647
"899","feat_396_spec_1",396,188.03545,5.692,13,229,"α-Cyano-3-hydroxycinnamic acid",188.03545,5.692,FALSE,NA,"F396_S1","α-Cyano-3-hydroxycinnamic acid
188.04 m/z @ 5.69 min",NA,81,3.98039215686275
"900","feat_396_spec_2",396,188.03545,5.692,12,229,"α-Cyano-3-hydroxycinnamic acid",188.03545,5.692,FALSE,NA,"F396_S2","α-Cyano-3-hydroxycinnamic acid
188.04 m/z @ 5.69 min",NA,82,3.88235294117647
"901","feat_396_spec_3",396,188.03545,5.692,18,229,"α-Cyano-3-hydroxycinnamic acid",188.03545,5.692,FALSE,NA,"F396_S3","α-Cyano-3-hydroxycinnamic acid
188.04 m/z @ 5.69 min",NA,83,4.47058823529412
"902","feat_396_spec_4",396,188.03545,5.692,11,229,"α-Cyano-3-hydroxycinnamic acid",188.03545,5.692,FALSE,NA,"F396_S4","α-Cyano-3-hydroxycinnamic acid
188.04 m/z @ 5.69 min",NA,84,3.7843137254902
